mention_text,lat,lon,valid
Education Naruto Tokushima Japan Tel,34.181827545166016,134.60337829589844,1
Geocom Consultants Valle del Portet Benitachell Spain,38.70925521850586,0.15399900078773499,1
Missouri-Rolla Rolla Missouri,37.95149612426758,-91.77255249023438,1
Sciences Budaorsi Street H,31.91163,34.80508,1
Reef Communities : New York,40.71304702758789,-74.00723266601562,1
Alexander Hills,-27.5333309173584,153.22555541992188,1
early evonian barrier island,56.216670989990234,-133.6666717529297,1
United States,39.50355529785156,-99.01830291748047,1
Steep Rock,51.44258499145508,-98.79963684082031,1
Lacustrine,-1,-1,0
groups Ephyaltes Externia and Pilbaria,-1,-1,0
Riding R. Braga,41.54843,-8.40324,1
locality northern Burundi,-3.367785930633545,29.890052795410156,1
California Los Angeles USA,34.05223846435547,-118.24334716796875,1
Canning Basin Northwestern Australia,-25.728103637695312,134.4901885986328,1
western Pilbara,-21.000038146972656,119.4999771118164,1
south of Grythyttan Bergslagen Sweden,62.83871841430664,16.743024826049805,1
Monasterio de Piedra Natural Park,41.19329833984375,-1.7824089527130127,1
Devon Island Canada,75.44194793701172,-87.64159393310547,1
Westphalia,51.608333587646484,7.933332920074463,1
Holland,52.245643615722656,5.626969814300537,1
Vempalle Sea Cuddapah Basin India,14.451499938964844,78.82980346679688,1
Box Brisbane Queensland Australia Advanced Centre,-27.4677791595459,153.02610778808594,1
UVC,-1,-1,0
middle Palmatolepis triangularis Zone,41.62282943725586,-84.3280029296875,1
study region,63.13799285888672,-92.45469665527344,1
Casula High School Myall Rd Casula,-33.952301025390625,150.89540100097656,1
sedimentary basins,11.37022,-4.32672,1
Matalila,-1,-1,0
visible light spectral region,63.13799285888672,-92.45469665527344,1
Lesno Brdo,46.01737594604492,14.324742317199707,1
Landmann G. Konuk T.,38.40333,27.11665,1
The San Ciriaco,15.57913,120.68455,1
Southern Ural Mountains Russia,48.84688,44.75395,1
Clachtoll and Bay of Stoer,58.20341491699219,-5.340274810791016,1
Northwest Chaohu region Anhui Province East China Fig,31.823959350585938,117.23145294189453,1
Lee Stocking island,23.533000946044922,-75.76699829101562,1
east to the Storms River,-33.970947265625,23.930519104003906,1
micro-organisms Bohm and Brachert,35.56354904174805,-78.20365142822266,1
Kangra,32.10150146484375,76.2733154296875,1
western Newfoundland,48.756656646728516,-56.10166931152344,1
Elizabeth South Africa South African Environmental Observation Network Elwandle Node Grahamstown South Africa Coastal Marine Research Unit Department,-28.996320724487305,25.087142944335938,1
Eastern Australia,-25.728103637695312,134.4901885986328,1
Kanpur,26.33968734741211,80.29293823242188,1
S D San Rafael Swell S,38.8129997253418,-110.8550033569336,1
Tabaloconigera Confusoconophyton Gaoyu,-1,-1,0
Palaeo-Mesoproterozoic,43.22439193725586,-8.36844253540039,1
Tao Xiancong  Variations,19.826425552368164,100.00482177734375,1
Ouarzazate-Agdz,30.91887,-6.90217,1
Korean Peninsula,37.15890121459961,127.40019989013672,1
Chihsien County North China,36.55937194824219,103.75334930419922,1
southeast Spain,40.390106201171875,-3.554382085800171,1
Ural Mountains Russia,60,60,1
Shark Bay Stromatolites Western Australia,-25.46647071838379,122.18177795410156,1
Stefanova Cave,48.38458,17.39746,1
Amphipoda Isopoda Orchestia,-1,-1,0
Mesquite Mountains,33.99196243286133,-114.2838363647461,1
Gotland Sweden,57.48773193359375,18.510986328125,1
North Eurasia,49.9998779296875,79.99994659423828,1
The Reef Crest Zone,44.38091278076172,-68.39112854003906,1
Williston Basin Southern Saskatchewan Canada,54.41693115234375,-105.89085388183594,1
eastern Israel,31.13477,34.96976,1
Petukhovskoe Soda Lake,35.22621536254883,-119.88851928710938,1
Alicante,38.345211029052734,-0.48099398612976074,1
Wolfe Basin east Kimberley Western Australia,-34.93193817138672,117.16059875488281,1
adjacent Dawen,40.41339874267578,-80.01100158691406,1
Belize and Jamaica,17.198333740234375,-88.70926666259766,1
Lake Tanganyika Zaire Lacustrine Chimneys,-6.5,29.83300018310547,1
Brown,41.82819366455078,-71.39990234375,1
upper Hayden Valley,44.679046630859375,-110.48197174072266,1
places Valdiya,23.304086685180664,74.36795043945312,1
Nature London,51.500152587890625,-0.12623600661754608,1
Ilych River northern Ural Mountains,60,60,1
Pieniny Mts. Southern Poland,53.11111,23.13099,1
Microscopie Ionique Orsay France Department,48.69900894165039,2.187859058380127,1
Lake Natron area,-2.3611690998077393,36.01686096191406,1
River Piedra area,36.81147003173828,-119.38349914550781,1
eastern Australia,-25.728103637695312,134.4901885986328,1
Katakturuk Dolomite Sadlerochit-Shublik Mountains,69.49344635009766,-145.67376708984375,1
Sayani Khan Geological Studies Unit Indian Statistical Institute Kolkata Geological Survey,22.56557273864746,88.3702163696289,1
Pengzhou,30.99017906188965,103.9581069946289,1
South Carolina Columbia SC USA Received August,34.00928497314453,-81.03709411621094,1
Toronto Russell Street Toronto Ontario,43.6603521508586,-79.3973928506664,1
Astrobiology Research Center University Park,25.746055603027344,-80.36605072021484,1
Schidlowski M. Golubic S. Kimberley,-28.737810134887695,24.766210556030273,1
essential definition Lethaia,-1,-1,0
Lake Tanganyika Africa,-6.5,29.83300018310547,1
Morphogenesis Nature London,51.500152587890625,-0.12623600661754608,1
Isua Supracrustal Belt West Greenland,74.75653076171875,-41.3934326171875,1
Morro Azul e Morro Grande,-28.800100326538086,-49.719329833984375,1
West Africa Banboli Mid Sud-Banboli,10.92452335357666,0.6512899994850159,1
East Finnmark North Norway,69.96733,23.26819,1
Australia Clarendon Press Oxford,51.758019,-1.2652811,1
Ga Baruunturuun,49.65702819824219,94.4073486328125,1
Aphebian Nauka Moscow,55.64186,37.41717,1
Shitai section Anhui Fig,30.21026039123535,117.48619079589844,1
LAKE TURKANA KENYA Fig,-1.32254,36.88165,1
Lagoa Vermelha Rio de Janeiro Brazil,-22.961851119995117,-43.161380767822266,1
north of Barakh,31.99102,35.88315,1
Socompa Lake S,-24.4119873046875,-68.27120208740234,1
Brava,14.866000175476074,-24.715999603271484,1
Heron Island Great Barrier Reef,-16.350000381469727,145.89999389648438,1
Dashuigou,-1,-1,0
Wirrealpa South Australia,-31.12622833251953,138.96372985839844,1
Fortescue Group Western Australia,-25.46647071838379,122.18177795410156,1
Arctic Norway,62.141357421875,9.601633071899414,1
Deltaproteobacteria Gammaproteobacteria and Chromatiales,-1,-1,0
Simoes region Piaui State Varejao,-5.105179786682129,-42.80194854736328,1
Springer Berlin Heidelberg,52.5100762500221,13.4007613998983,1
Great Salt Lake,40.97332763671875,-112.50165557861328,1
: Marion Lake South Australia,-30.10816192626953,135.8317413330078,1
Pinnularia,-1,-1,0
Ajjers Basin,44.29499,20.84743,1
growth cf. Kano,12,8.517000198364258,1
Kelly Lake,55.25,-120.03333282470703,1
Rao,-21.136451721191406,-47.7758674621582,1
Hoffman  region Geoplumb,42.18067932128906,43.50618362426758,1
Guerrerc Negro Baja California Sur Mexico,27.991819381713867,-114.17264556884766,1
Cerbuna Zaragoza Spain,41.656837463378906,-0.8794249892234802,1
GEMOC Department,-1,-1,0
Cyprus and Crete,35.15341,33.22867,1
Ordos Basin,39.604000091552734,109.78500366210938,1
Joliffe,-1,-1,0
Urwi,36.84263,10.1113,1
Villany Mountains Southern Hungary,45.86953,18.45562,1
eastern United States,37.345115661621094,-80.58200073242188,1
western margins of the Kaapvaal Craton,-37.94180679321289,146.44236755371094,1
Education Naruto Tokushima Japan,34.181827545166016,134.60337829589844,1
Sciences Simon Fraser University University Drive Burnaby,49.27714920043945,-122.91783142089844,1
Telegraph Station Shark Bay Q 'S,-25.800962448120117,113.8779525756836,1
Niari-Nyanga Basin,-2.892719030380249,11.972441673278809,1
Colonnella,42.87223434448242,13.86727237701416,1
Dawes  Greenland,74.75653076171875,-41.3934326171875,1
CliftonPreston Lake,43.12638854980469,-79.0955581665039,1
Canning Basin western Australia,-31.98896026611328,115.53610229492188,1
southeast of Pering,41.39439010620117,-73.61961364746094,1
Udaipur Rajasthan India,24.576114654541016,73.70050048828125,1
Xingyi area Guizhou,25.091920852661133,104.8955307006836,1
northern Perth Basin Western Australia,-31.951839447021484,115.85870361328125,1
Finger Lakes Bahamian Field Station,42.69039535522461,-76.93048095703125,1
Tannoia,41.26792907714844,15.947132110595703,1
Hyman London,42.9923494122914,-81.2476332483022,1
Anthropology Indiana State University Terre Haute Indiana,39.47118377685547,-87.40998077392578,1
North and South China,44.38739776611328,-69.59387969970703,1
Fersiga area Algeria,36.11878,7.88049,1
Licmophora and Striatella,-1,-1,0
Officer Basin Western Australia,-31.98896026611328,115.53610229492188,1
Microbialitic Ridge Swale and Column Unit,-24.45589256286621,30.004718780517578,1
southern margin of the Junggar Basin,44.29499053955078,20.84742546081543,1
Bukk Mountains,48.08300018310547,20.5,1
Weelaranna,-1,-1,0
Rosas Madrid Spain School,40.424808502197266,-3.6039841175079346,1
Muzaffarabad Fmn Panjal Imbricate,10.724385261535645,76.29917907714844,1
southeast of Prieska,-33.95586,18.50101,1
Mediterranean region,37,34,1
Laguna Socompa Salta-Argentina,-24.5333309173584,-68.21666717529297,1
Spain Suarez-Gonzalez,36.72743225097656,-4.441137790679932,1
eastern shore of Stansbury Island,40.8297233581543,-112.4977798461914,1
south-eastern Burgundy Paris basin France,49,2,1
Goodenough Lake,51.33110809326172,-121.6433334350586,1
Spirochaetes and Chlorobiales,-1,-1,0
Babel,-1,-1,0
Jacobs University Bremen D,53.168296813964844,8.650548934936523,1
northern Cape Province,-29.453306198120117,21.403053283691406,1
Yerseke The Netherlands,51.49329376220703,4.048443794250488,1
intertidal region,63.13799285888672,-92.45469665527344,1
Southern Apennines Cirilli,42.22868728637695,13.510320663452148,1
nearby Kelly Lake,33.7153448778978,-84.284240458522,1
Highbome Cay Bahamas,23.64954,-74.83692,1
Bruker Nano Analytics Bruker Nano Analytics N. Quay Street,53.47880172729492,-2.2523000240325928,1
British Antarctic Survey Natural Environment Research Council High Cross Madingley Road Cambridge,52.2129907,0.0800159,1
Skipwidth,53.838653564453125,-0.9924150109291077,1
Turukhansk block Kamennaya River,65.79462432861328,87.96429443359375,1
Dupraz C. Pattisina R.,45.91796875,6.031010150909424,1
El Soplao Cave Sierra de Arnero Spain,40.390106201171875,-3.554382085800171,1
Penn State Astrobiology Research Center Pennsylvania State University PA,40.796112060546875,-77.86277770996094,1
Seeler,-1,-1,0
Lawrence Kansas USA 々Department,38.9731559753418,-95.23825073242188,1
central part of Guangxi Province Fig,23.82745361328125,108.79263305664062,1
Leiosphaeridia,-1,-1,0
Bird,-1,-1,0
southern Alberta and southwestern Saskatchewan,55.16929626464844,-114.51180267333984,1
Kelly,36.89081954956055,-91.0326156616211,1
Feinstein,-1,-1,0
Bay Australia,-25.728103637695312,134.4901885986328,1
Fookes  FL,28.59551239013672,-82.48734283447266,1
Aravalli Indravati Kalagdi,19.446109771728516,83.11943817138672,1
Laguna Guerrero Negro Mexico,32.4133,-116.95887,1
Ankaraka,-18.076303482055664,44.70137405395508,1
Basins Western Australia,-25.46647071838379,122.18177795410156,1
Causeway Ireland Intertidal,52.41341,-9.73076,1
Ventersdorp Supergoup,-26.31902,26.82279,1
Heeseberg Figs,-1,-1,0
Elsevier Scientific Publishing Company Amsterdam,52.373165130615234,4.890659809112549,1
Storr 's Lake Fig,25.07236,-77.34693,1
Russian Karelia,63.54711,33.12811,1
Boulder,40.01687240600586,-105.27962493896484,1
Dongzhi Anhui Province,30.096630096435547,117.02765655517578,1
The Horseshoe Harbor,40.002281188964844,-83.0198974609375,1
eastern Hartbeesfontein Basin Fig,-32.69567,26.99473,1
College London Franklin-Wilkins Building Stamford Street London,51.5053537549641,-0.112306605414029,1
Laguna Negra,-34.0301399230957,-53.680118560791016,1
Lublin Poland,51.24690628051758,22.573617935180664,1
Islay,55.76048278808594,-6.245366096496582,1
Ses-I-se-Draai,15.26674,104.0191,1
northern Germany Riding,48.38106155395508,11.995925903320312,1
Flybye,-1,-1,0
Arki,31.154699325561523,76.96900177001953,1
Wopmay orogen northwestern Canada,62.5742073059082,-96.60790252685547,1
northwestern Tasmania,-41.936458587646484,146.59515380859375,1
Chenachane Algeria,36.77172,3.05176,1
Al Kufrah Basin of Libya,27.04377555847168,18.02738380432129,1
Naukova A Lviv Ukraine,49.80224,24.01415,1
Sierra Morena S-Spain,38.126487731933594,-4.8882341384887695,1
Strathcona River,49.279170989990234,-123.0875015258789,1
restricted lacustrine basins,-1,-1,0
west of Alexandria Egypt,31.21995,29.9995,1
Natron-Magadl basin,12.957907676696777,77.2281265258789,1
central Australia : in Bertrand-Sarfati J.,39.91999435424805,-86.28179931640625,1
Hebei Province China,39.30455017089844,115.0048828125,1
Bentley WA Australia School,-32.00128173828125,115.92400360107422,1
Western Australia Plain St. East Perth Western Australia Australia School,-31.9521160500094,115.877177549963,1
Roosevelt Dam and Salt River Canyon Fig,33.656681060791016,-110.81324768066406,1
western margin of the Qaidam Basin,37.266998291015625,94.44999694824219,1
Canada Natural Resources Canada,62.5742073059082,-96.60790252685547,1
m deep Playford,-13.822681427001953,131.83438110351562,1
Mafeng area,-1,-1,0
Palorbitolina,-1,-1,0
southern margin of the Junggar Basin NW China,36.55937194824219,103.75334930419922,1
Barwah Kargoan,22.25589942932129,76.03060150146484,1
B Canada,62.5742073059082,-96.60790252685547,1
Uinta Basin,40.70264434814453,-110.29947662353516,1
France Received December,46.62480926513672,2.4583969116210938,1
northwest Canada,44.39543151855469,-79.73403930664062,1
Lake Rotokazua,44.860233306884766,-77.83815002441406,1
Susong area South China,30.153629302978516,116.12920379638672,1
their growth Logan,37.84600830078125,-81.98931121826172,1
Kutch India Submarine,24.0766544342041,69.53947448730469,1
western Yanshan,25.06039047241211,110.30914306640625,1
entire North China Platform Meng,36.55937194824219,103.75334930419922,1
Neuchatel Switzerland Center,47.01551,6.97682,1
Alberta Edmonton,53.54445266723633,-113.49091339111328,1
Linda CA,39.127708435058594,-121.55551147460938,1
Ridge basin California,35.04303741455078,-116.2950210571289,1
western coast of Australia Logan,-27.643611907958984,153.10751342773438,1
Shandong Province,36.3493537902832,118.15807342529297,1
Sumina,50.12102127075195,18.41710662841797,1
direct-shipping ore Corsica Mine,42.15182876586914,9.106103897094727,1
Sand Wash Basin Colorado United States,38.06587600708008,-108.53864288330078,1
AUSTRALIA Kranendonk,-25.728103637695312,134.4901885986328,1
Pilbara region Western Australia,-25.46647071838379,122.18177795410156,1
Pinnacle Zone,-25.133333206176758,141.93333435058594,1
Nerinea,55.48378,21.09525,1
Finnmark North Norway,69.96733,23.26819,1
Highborne Cay Bahamas Myshrall,23.64954,-74.83692,1
A Canada,62.5742073059082,-96.60790252685547,1
Stevens,45.455474853515625,-96.17938232421875,1
Hardey Syncline area,-22.738969802856445,116.12139892578125,1
Altermann,-1,-1,0
Ludicovian,-1,-1,0
Wuhan  Wuhan China,30.59276008605957,114.30525207519531,1
London UK,51.500152587890625,-0.12623600661754608,1
Geology J N Vyas University Jodhpur India,26.283340454101562,73.02185821533203,1
New York State,42.939231872558594,-75.62004852294922,1
Badagaon,24.569185256958008,79.01898956298828,1
Port Elizabeth South Africa,-33.96076202392578,25.620637893676758,1
growth Salzgitter,52.152366638183594,10.330962181091309,1
Highborne Cay Bahamas Sediment,23.64954,-74.83692,1
Yichang Hubei,30.691768646240234,111.28631591796875,1
Sedimentology Amsterdam,52.37317,4.89066,1
Rajchel,32.05315,35.30938,1
Barberton and the Pilbara,41.017601013183594,-81.60475158691406,1
Shatang Fig,27.478059768676758,112.32083129882812,1
Maoying Ziyun County,25.750999450683594,106.08399963378906,1
Bukk Mountain Hungary,47.38652,16.74963,1
Highborne Cay Exumas Islands Bahamas,26.73826,-77.35881,1
Hayden Valley area Fig,44.679046630859375,-110.48197174072266,1
Adobe Creek,-1,-1,0
Ccarb,-1,-1,0
Karatau Basin,48.8211,48.40044,1
central areas of the basin,-37.85596466064453,145.3186798095703,1
San Bernardino Mountains California Although,34.198020935058594,-116.89659881591797,1
Dajiang and Taiping,4.849050045013428,100.7391128540039,1
Mandawa Basin,28.055599212646484,75.15070343017578,1
and Atmospheric Sciences Old Dominion University Elkhorn Avenue Norfolk Virginia USA,36.84616470336914,-76.2859115600586,1
Mauritanie Sahara,20.26905632019043,-10.329886436462402,1
Geological Sciences California State University Northridge California,34.243839263916016,-118.52735137939453,1
Garcia-delCura,37.97700119018555,-0.66982102394104,1
Sugaitebulak,-1,-1,0
Northern Anglesey,53.28684616088867,-4.3761420249938965,1
Int J Salt Lake Res,40.75847625732422,-111.88814544677734,1
buildups northern Anabar Region  Litol,73.18737030029297,113.57565307617188,1
Shatang Guilin,27.478059768676758,112.32083129882812,1
ERLANGEN Stratigraphy Facies and Synsedimentary Tectonics,49.599937438964844,11.00629997253418,1
Borden Basin,51.33433151245117,0.70066899061203,1
Pinyon Peak,36.48893737792969,-121.78713989257812,1
Issirac Basin,44.2714729309082,4.481197834014893,1
Washington Publication,47.411376953125,-120.5563735961914,1
Cultural Studies Kyushu University Fukuoka Japan,33.627838134765625,130.4229736328125,1
Lake Joyce,36.910343170166016,-76.12334442138672,1
Adrar Mauritania,21.00718879699707,-10.220000267028809,1
Exuma cays Bahamas,23.608070373535156,-75.90431213378906,1
Kyushu Japan,32.65013885498047,130.8514404296875,1
Adzhigardak,55,57.26499938964844,1
Kilohigok Basin,44.29499,20.84743,1
Saraorschi Valley O,42.99938201904297,-76.14744567871094,1
Jinning Yunnan Province China,24.666669845581055,102.59166717529297,1
Faruolo,44.46539,10.46654,1
East Anglia Norwich UK,52.62810134887695,1.2993489503860474,1
Pilbara Craton,-21.000038146972656,119.4999771118164,1
Heidelberg,49.40191650390625,8.680299758911133,1
Environment Te Ao Marama - Centre,-12.33682918548584,17.577552795410156,1
west Exuma Sound region,24.28608512878418,-76.1810302734375,1
Lake Alchichica,18.62633,-98.46952,1
Isua Greenland Ma,74.75653076171875,-41.3934326171875,1
Pike River Microbialitestrom - Quartz,40.44793701171875,-74.64726257324219,1
Arkaroola,-30.31155014038086,139.3356475830078,1
Yerrida basin Western Australia,-31.98896026611328,115.53610229492188,1
Rothpletzella,-1,-1,0
The New Zealand,-43.9858283996582,170.48097229003906,1
carbonates Warrawoona and Kelly Groups,-33.66093826293945,122.08589935302734,1
Ga Strelley Pool Chert East Pilbara,32.64828872680664,-83.44437408447266,1
Franceschi M. Virgone A.,-1,-1,0
South China North America Australia Greenland,44.38739776611328,-69.59387969970703,1
rain-shadow Jordan Valley,42.98048400878906,-117.05305480957031,1
Sciences Twarda,51.45517,20.02327,1
Irati Sea,-25.467388153076172,-50.65113830566406,1
Bay of Stoer,58.20341491699219,-5.340274810791016,1
February Springer-Verlag Berlin Heidelberg Abstract Spatial,52.50147247314453,13.402316093444824,1
Northumberland basin,41.0319235143958,-76.8520628783614,1
Turner Sound tidal basin,38.884151458740234,-77.03900146484375,1
East China Sea Shelf,28.667678833007812,125.3508071899414,1
Los Angeles Los Angeles CA,34.05223846435547,-118.24334716796875,1
northern Taoudenni Basin Bertrand-Sarfati,22.677522659301758,-3.9783260822296143,1
Morro,-7.029211044311523,-37.29041290283203,1
External Subbetic Spain,40.390106201171875,-3.554382085800171,1
Bahawan,31.057024002075195,76.93714141845703,1
Udaipur Valley,24.576114654541016,73.70050048828125,1
Saida Lake,34.84535,0.13252,1
Space Sciences Peking University Haidian Beijing,39.95933151245117,116.29844665527344,1
Nevada,39.356449127197266,-116.6553955078125,1
Belgium Received January,50.64094543457031,4.661310195922852,1
Paris Centre National,46.69416046142578,1.8116179704666138,1
Tokaanu Fig,-38.9627,175.765,1
Pingo Valley,69.39971923828125,-133.07972717285156,1
Sedimentology : Elsevier Amsterdam,52.373165130615234,4.890659809112549,1
McArthur and Golgina basins,41.04823303222656,-121.40066528320312,1
Hsea,29.81327,31.30101,1
north of Perth,-31.951839447021484,115.85870361328125,1
El Polvorin Quarry Colombo Quarry Sample,6.9319658279418945,79.85774993896484,1
Brown  Palmiet River West Estuary,-34.151145935058594,19.02478790283203,1
Bahamas Dill,25.02628,-77.2758,1
Australia Published,-25.728103637695312,134.4901885986328,1
Ruidera Pools Natural Park Spain,40.390106201171875,-3.554382085800171,1
Northeastern Mexico,23.933591842651367,-102.50969696044922,1
Sorbas basin,37.09849548339844,-2.1262691020965576,1
Lake La Chiprana Spain,41.263057708740234,-0.1253969967365265,1
Shorikha basin,55.86377,43.77302,1
Palaeogeogr,-1,-1,0
Great Slave Lake Canada,61.80100631713867,-113.7847671508789,1
southeastern California ; the Belt Basin Montana,46.27094650268555,-112.26049041748047,1
Orange View and Buisvlei,-30.727174758911133,152.25372314453125,1
Sciences Beijing China,39.907806396484375,116.3975830078125,1
Mortimer Street London,51.5188738500099,-0.136999350021091,1
same carbonate basin,45.82385,20.15633,1
Grey K.,44.32233810424805,-80.75252532958984,1
eastern littoral zone of Baghdad Lake,33.314693450927734,44.37676239013672,1
Calvin,48.48640441894531,-3.045897960662842,1
Zapata,26.9003963470459,-99.26748657226562,1
Bahamas Fig,25.04659,-77.3766,1
Sallopat,23.181549072265625,74.16441345214844,1
shallow subtidal environments Logan,37.84600830078125,-81.98931121826172,1
our Almeria,36.84009552001953,-2.4679040908813477,1
south of Bujumbura,-3.382267951965332,29.36358070373535,1
Salkhan Limestone Bihar India,25.167612075805664,85.53567504882812,1
Applied Physics Curtin University Kent Street,43.6593796425229,-123.309282779174,1
California Los Angeles,34.05223846435547,-118.24334716796875,1
Pr Washington Acad Sci,47.411376953125,-120.5563735961914,1
Jiulongshan,-1,-1,0
southwestern part of the basin,-37.85596466064453,145.3186798095703,1
Shark Bay Indian Ocean West Coast,-32.20180892944336,115.7263412475586,1
Samylina,54.27606,37.52312,1
Ras El Shetan area,12.65835,25.71227,1
Bristol Lake,34.47142028808594,-115.68010711669922,1
Xingshan,47.38460159301758,130.33302307128906,1
Jammu Limestone Great Limestone  Udhampur District Jammu and Kashmir State With Special Reference,32.898399353027344,75.29878234863281,1
British Columbia,54.56250762939453,-125.11656951904297,1
Burundi Paramelania,-3.38227,29.36358,1
Pilbara Craton and Fortescue Basin In,39.23859786987305,-75.1705551147461,1
Norway Trondheim Norway Institute,63.434566497802734,10.398439407348633,1
Uken,28.279878616333008,129.28988647460938,1
Lichuan,27.282360076904297,116.90753173828125,1
Elatina,-1,-1,0
Vindhyanchal and Kaladgi Basins,16.20783042907715,75.49984741210938,1
Apennines Italy,42.22868728637695,13.510320663452148,1
Jurusania cylindrica,-1,-1,0
Prof. P. Freytet Paris  Dipl.-Geol,48.856895446777344,2.350848913192749,1
Kattelviken,-1,-1,0
Manus basin,-2.0918209552764893,146.9093780517578,1
D'Amelio E. Des Marais,-28.892822265625,20.733421325683594,1
A Montreal Quebec,45.509063720703125,-73.55335998535156,1
Argyll Group Scotland,55.9576068,-4.8142542,1
Sciences Laurentian University Ramsey Lake Road Sudbury,46.464359283447266,-80.96831512451172,1
deeper-sub-tidal Logan,37.84600830078125,-81.98931121826172,1
Kurkur Oasis,-38.02008056640625,140.80490112304688,1
Rhopalidia Surrirella Nitzschia Amphipleura,-1,-1,0
Lazar I Ducea,46.50426,26.52044,1
example Highbourne Cay,38.59292984008789,31.026731491088867,1
Springer-Verlag Berlin Heidelberg Abstract During,52.50147247314453,13.402316093444824,1
Maine Darling Marine Center Walpole,45.34664535522461,-69.21614074707031,1
South Atlantic,-54.33127,-67.47071,1
Highborne Cay Exuma Sound Bahamas,23.58231,-75.81817,1
Lengua Lake,28.805160522460938,-81.73231506347656,1
Zimbabwe Figure,-19.000558853149414,29.8726806640625,1
active basin,44.29499,20.84743,1
Solar Lake Sinai,44.246707916259766,-97.06947326660156,1
Quimica Sustentable UAEM-UNAM Toluca Mexico,19.29475,-99.61,1
Anhembi,-22.787643432617188,-48.12877655029297,1
Pilbara Craton ofWestern Australia,-25.46647071838379,122.18177795410156,1
Monty C.,30.042978286743164,-91.05704498291016,1
Western Australia,-25.46647071838379,122.18177795410156,1
Riding R. Awramik,48.38106155395508,11.995925903320312,1
Tuxekan Island,55.84477233886719,-133.28245544433594,1
Canada the Franklin Mountains,62.5742073059082,-96.60790252685547,1
Biological Sciences Loma Linda University Loma Linda California USA,34.04932403564453,-117.26112365722656,1
Glacier National Park,48.68155288696289,-113.79934692382812,1
Vincent Lake Fig,47.32126998901367,-83.17530822753906,1
Benzerara K. Rividi N.,-1,-1,0
Filho,-1,-1,0
local Siderastrea,19.32654,-99.6659,1
Ram Campus Jerusalem Israel,31.77403,35.19897,1
Shaw River,-38.20087432861328,142.1011199951172,1
Palaeocene,-1,-1,0
Caerwys UK,53.246253967285156,-3.3074159622192383,1
shrimps Palaemonperingueyi Fig,36.452781677246094,-81.60417175292969,1
Paris CNRS Universites Paris,48.856895446777344,2.350848913192749,1
Great Slave Lake,61.80100631713867,-113.7847671508789,1
Macdonald,49.682857513427734,-97.4444351196289,1
Knoll,-35.40616226196289,149.22596740722656,1
Newfoundland,48.756656646728516,-56.10166931152344,1
Paraepiphyton,-1,-1,0
Mongolia I,46.83492660522461,103.06755065917969,1
Ubhur,21.73567,39.13051,1
Luodian County Guizhou Province South China,25.42535972595215,106.751708984375,1
Paraepiphyton Paraepiphyton Garwoodia Keega,-1,-1,0
Western Desert of Egypt,25.33531,32.44157,1
Elat area,32.47187,34.94163,1
Y. Roraima Tepui Mountain Venezuela,4.9938178062438965,-60.607452392578125,1
Orcadian Basin,44.29499,20.84743,1
Facultes Talence Cedex France Abstract,44.81272506713867,-0.5907390117645264,1
Bethanis area,-1,-1,0
Guilin area,25.273609161376953,110.29002380371094,1
dolomitised Pilbara,-21.000038146972656,119.4999771118164,1
East Pilbara Granite-Greenstone Terrane,-21.768484115600586,123.5966567993164,1
Elsevier Science,-1,-1,0
Turee Creek,-23.56779670715332,117.43556213378906,1
Nostocales Chroococcales and Oscillatoriales,-1,-1,0
Grand Exuma Sound Bahamas Dill,26.52342,-78.67592,1
Bauld J.,-1,-1,0
Gulf of Aqaba Friedman,26.02163,50.49026,1
Planetary and Space Sciences University,38.8861083984375,1.403059959411621,1
Sunrise Valley Drive Reston,38.9485827046101,-77.3776352414184,1
Lemon N M,41.61600112915039,-75.94419860839844,1
Vicat,-1,-1,0
carbonate-dominated basin,44.29499053955078,20.84742546081543,1
Western Australia Stirling Highway,-31.9796142578125,115.80023956298828,1
West Texas,-34.84212112426758,117.94740295410156,1
Vermont Trinity Campus Colchester Avenue Burlington,44.4829549,-73.1909732,1
Tuotuohe basin Qinghai-Tibet Plateau,33.380393981933594,87.53812408447266,1
Ura River,16.3539,122.12389,1
Hamelin Station,-26.4282043451044,114.184588666599,1
Island Bahamas,25.49877,-76.63544,1
Tahiti Porites,-17.54256,-149.5391,1
Western and Central Taurus area,-37.94180679321289,146.44236755371094,1
Arctic Canada,62.5742073059082,-96.60790252685547,1
Hot Springs,34.502784729003906,-93.05565643310547,1
Cistern Spring,32.64887619018555,35.31475830078125,1
The Makran,25.305410385131836,60.64107894897461,1
Cellular Biology Harvard University Cambridge MA USA,42.36524963378906,-71.10501861572266,1
Playton,-1,-1,0
The Warrawoona,-33.66093826293945,122.08589935302734,1
Warszawa Poland Received August,52.24511,21.06744,1
western Hubei Province South China,30.973257064819336,112.27621459960938,1
Stocking Island Bahamas,23.533000946044922,-75.76699829101562,1
Marine Microbiology Bremen Germany Geological Institute,53.074981689453125,8.80708122253418,1
Nevada Basin and Range Study Unit,39.356449127197266,-116.6553955078125,1
Galloway,39.51571273803711,-74.62882232666016,1
Reid,48.208229064941406,13.487144470214844,1
Benito,51.913902282714844,-101.54791259765625,1
Lake Untersee,-71.33300018310547,13.449999809265137,1
Eoastrion,-1,-1,0
Highborne Cay The Bahamas,23.64954,-74.83692,1
Western Australia Nature,-25.46647071838379,122.18177795410156,1
Ontario,50.07466125488281,-85.82874298095703,1
Brimblecombe,-1,-1,0
